id,loan_amnt,funded_amnt,int_rate,grade,sub_grade,home_ownership,verification_status,issue_d,loan_status,addr_state,dti
1040115,35000,35000,12.69%,B,B5,RENT,Verified,Dec-11,Current,CA,16.58
1040121,10000,10000,11.71%,B,B3,RENT,Not Verified,Nov-11,Fully Paid,AZ,12.16
1040142,12000,12000,9.91%,B,B1,MORTGAGE,Not Verified,Nov-11,Fully Paid,CA,3.38
1040144,10000,10000,16.77%,D,D2,MORTGAGE,Not Verified,Nov-11,Fully Paid,NJ,11.13
1040151,17500,17500,13.49%,C,C1,RENT,Not Verified,Nov-11,Fully Paid,NJ,10.97
1040154,7000,7000,11.71%,B,B3,RENT,Source Verified,Dec-11,Fully Paid,CA,15.57
1040170,11125,11125,13.49%,C,C1,MORTGAGE,Not Verified,Nov-11,Fully Paid,OR,15.63
1040188,6000,6000,12.42%,B,B4,RENT,Source Verified,Dec-11,Fully Paid,WI,7.2
1040196,22000,22000,20.89%,F,F1,RENT,Verified,Dec-11,Charged Off,GA,6.27
1040199,30000,30000,22.06%,F,F4,MORTGAGE,Verified,Dec-11,Fully Paid,IL,14.7
1040205,24000,24000,10.65%,B,B2,MORTGAGE,Verified,Dec-11,Fully Paid,CT,4.13
1040232,2500,2500,15.96%,C,C5,MORTGAGE,Source Verified,Nov-11,Fully Paid,PA,20.61
1040234,15000,15000,13.49%,C,C1,MORTGAGE,Not Verified,Dec-11,Fully Paid,LA,21.6
1040236,8000,8000,21.67%,F,F3,RENT,Verified,Dec-11,Current,NY,6.69
1040256,12000,12000,11.71%,B,B3,RENT,Not Verified,Nov-11,Fully Paid,CA,16.8
1040262,24000,24000,16.29%,D,D1,RENT,Verified,Dec-11,Fully Paid,CA,6.7
1040276,20000,20000,12.69%,B,B5,RENT,Not Verified,Dec-11,Fully Paid,CA,6.38
1040288,8000,8000,13.49%,C,C1,MORTGAGE,Not Verified,Dec-11,Fully Paid,FL,9.5
1040295,15000,15000,13.49%,C,C1,MORTGAGE,Not Verified,Nov-11,Fully Paid,IL,20.41
1040309,12000,12000,7.51%,A,A3,MORTGAGE,Verified,Dec-11,Fully Paid,CT,10.01
1040330,12000,12000,12.42%,B,B4,RENT,Not Verified,Nov-11,Fully Paid,CA,16.85
1040340,18000,18000,12.42%,B,B4,MORTGAGE,Not Verified,Nov-11,Fully Paid,TX,14.24
1040347,8875,8875,14.65%,C,C3,RENT,Verified,Dec-11,Fully Paid,FL,21.16
1040361,12000,12000,7.51%,A,A3,RENT,Source Verified,Dec-11,Fully Paid,CO,18.79
1040373,6800,6800,20.30%,E,E5,RENT,Not Verified,Nov-11,Fully Paid,TX,24.21
1040382,15000,15000,14.27%,C,C2,RENT,Source Verified,Nov-11,Fully Paid,VA,17.46
1040391,35000,35000,19.03%,E,E2,MORTGAGE,Verified,Dec-11,Fully Paid,PA,24.74
1040399,8000,8000,18.25%,D,D5,RENT,Not Verified,Nov-11,Fully Paid,NY,6
1040409,22500,22500,14.27%,C,C2,RENT,Verified,Dec-11,Fully Paid,FL,20.56
1040421,30000,30000,20.89%,F,F1,MORTGAGE,Verified,Dec-11,Charged Off,CA,24.14
1040436,13800,13800,11.71%,B,B3,MORTGAGE,Verified,Dec-11,Fully Paid,WI,4.44
1040440,1200,1200,12.42%,B,B4,RENT,Not Verified,Nov-11,Fully Paid,FL,18.95
1040467,10400,10400,15.27%,C,C4,RENT,Not Verified,Dec-11,Charged Off,NH,19.58
1040470,8375,8375,7.51%,A,A3,MORTGAGE,Verified,Dec-11,Fully Paid,LA,21.14
1040481,7200,7200,12.42%,B,B4,RENT,Source Verified,Dec-11,Fully Paid,VA,11.07
1040508,10000,10000,16.29%,D,D1,MORTGAGE,Not Verified,Dec-11,Charged Off,TX,14.01
1040531,7000,7000,15.27%,C,C4,RENT,Not Verified,Dec-11,Fully Paid,CA,9.77
1040538,8300,8300,8.90%,A,A5,RENT,Not Verified,Dec-11,Charged Off,LA,3.8
1040555,18000,18000,13.49%,C,C1,RENT,Source Verified,Dec-11,Fully Paid,CA,17.77
1040564,8500,8500,8.90%,A,A5,RENT,Not Verified,Dec-11,Fully Paid,VA,19.56
1040574,10000,10000,10.65%,B,B2,RENT,Not Verified,Nov-11,Fully Paid,IL,19.74
1040577,18000,18000,15.27%,C,C4,RENT,Not Verified,Nov-11,Fully Paid,TX,20.19
1040578,3000,3000,12.42%,B,B4,RENT,Not Verified,Nov-11,Fully Paid,NY,16.2
1040586,8000,8000,7.90%,A,A4,MORTGAGE,Not Verified,Nov-11,Fully Paid,PA,4.54
1040635,5400,5400,15.27%,C,C4,RENT,Verified,Nov-11,Fully Paid,FL,13.17
1040640,10800,10800,6.03%,A,A1,OWN,Source Verified,Nov-11,Fully Paid,CA,1.63
1040649,20000,20000,9.91%,B,B1,RENT,Source Verified,Dec-11,Fully Paid,CA,9.39
1040663,18000,18000,17.27%,D,D3,RENT,Source Verified,Dec-11,Charged Off,PA,19.83
1040671,7000,7000,9.91%,B,B1,RENT,Verified,Nov-11,Charged Off,KS,12.22
1040679,35000,35000,19.91%,E,E4,MORTGAGE,Source Verified,Dec-11,Charged Off,CO,11.2
1040710,11625,11625,19.03%,E,E2,RENT,Not Verified,Dec-11,Fully Paid,FL,23.44
1040716,12000,12000,12.69%,B,B5,RENT,Not Verified,Nov-11,Fully Paid,TX,12.48
1040729,16250,16250,12.42%,B,B4,RENT,Not Verified,Dec-11,Charged Off,CA,15.94
1040748,3300,3300,14.65%,C,C3,RENT,Not Verified,Dec-11,Fully Paid,AZ,11.6
1040822,21575,21575,23.91%,G,G4,RENT,Source Verified,Dec-11,Fully Paid,WA,18.5
1040840,12000,12000,6.03%,A,A1,RENT,Source Verified,Nov-11,Fully Paid,GA,18.89
1040854,4000,4000,11.71%,B,B3,RENT,Not Verified,Nov-11,Charged Off,CA,12.37
1040864,18000,18000,18.25%,D,D5,MORTGAGE,Verified,Dec-11,Fully Paid,SC,19.68
1040865,25000,25000,7.90%,A,A4,MORTGAGE,Verified,Dec-11,Fully Paid,MD,2.44
1040867,8200,8200,6.62%,A,A2,RENT,Source Verified,Dec-11,Fully Paid,PA,11.1
1040872,7000,7000,14.27%,C,C2,RENT,Not Verified,Nov-11,Fully Paid,VA,10.91
1040879,9800,9800,12.69%,B,B5,MORTGAGE,Verified,Dec-11,Fully Paid,AZ,10.79
1040889,15000,15000,13.49%,C,C1,MORTGAGE,Source Verified,Nov-11,Fully Paid,TX,7.83
1040902,3775,3775,15.27%,C,C4,OWN,Not Verified,Nov-11,Fully Paid,CA,21.42
1040921,11000,11000,13.49%,C,C1,RENT,Not Verified,Nov-11,Fully Paid,UT,6.83
1040932,5000,5000,14.65%,C,C3,OWN,Source Verified,Nov-11,Fully Paid,NJ,13.06
1040934,1950,1950,14.27%,C,C2,RENT,Verified,Dec-11,Fully Paid,CA,16.93
1040942,6000,6000,7.90%,A,A4,MORTGAGE,Not Verified,Dec-11,Fully Paid,PA,20.09
1040959,8000,8000,19.03%,E,E2,RENT,Source Verified,Dec-11,Charged Off,HI,17.3
1040965,13200,13200,17.58%,D,D4,MORTGAGE,Not Verified,Dec-11,Current,WA,15.33
1041001,8575,8575,10.65%,B,B2,MORTGAGE,Verified,Nov-11,Fully Paid,FL,18.82
1041019,25000,25000,12.69%,B,B5,MORTGAGE,Source Verified,Dec-11,Fully Paid,CT,0.32
1041025,7750,7750,7.51%,A,A3,MORTGAGE,Not Verified,Dec-11,Fully Paid,NY,8.69
1041101,1800,1800,7.51%,A,A3,MORTGAGE,Verified,Nov-11,Fully Paid,NY,28.31
1041115,12000,12000,12.42%,B,B4,RENT,Verified,Nov-11,Fully Paid,NY,6.69
1041120,24000,24000,11.71%,B,B3,MORTGAGE,Verified,Dec-11,Fully Paid,VA,13.23
1041149,2700,2700,14.27%,C,C2,RENT,Not Verified,Nov-11,Fully Paid,PA,24.6
1041157,14000,14000,8.90%,A,A5,MORTGAGE,Not Verified,Dec-11,Fully Paid,CA,13.83
1041173,7500,7500,12.69%,B,B5,RENT,Not Verified,Nov-11,Charged Off,NC,15.21
1041201,18000,18000,17.58%,D,D4,MORTGAGE,Verified,Nov-11,Fully Paid,GA,17.67
1041216,14000,14000,17.27%,D,D3,RENT,Not Verified,Dec-11,Charged Off,NC,5.35
1041247,6000,6000,14.27%,C,C2,RENT,Verified,Dec-11,Fully Paid,CA,24.55
1041284,3000,3000,11.71%,B,B3,MORTGAGE,Source Verified,Dec-11,Fully Paid,GA,22.51
1041285,5000,5000,11.71%,B,B3,MORTGAGE,Not Verified,Nov-11,Current,FL,7.81
1041299,4800,4800,14.65%,C,C3,RENT,Source Verified,Dec-11,Fully Paid,CA,11.59
1041316,5000,5000,11.71%,B,B3,RENT,Not Verified,Nov-11,Fully Paid,PA,11.42
1041332,25000,25000,19.03%,E,E2,MORTGAGE,Verified,Dec-11,Fully Paid,OH,22.08
1041333,5150,5150,6.62%,A,A2,MORTGAGE,Source Verified,Nov-11,Fully Paid,FL,23.38
1041357,6000,6000,8.90%,A,A5,OWN,Source Verified,Nov-11,Fully Paid,WV,1.05
1041364,10200,10200,6.62%,A,A2,MORTGAGE,Not Verified,Dec-11,Fully Paid,TX,17.03
1041378,12000,12000,10.65%,B,B2,RENT,Not Verified,Nov-11,Fully Paid,NC,19.43
1041437,21625,21625,12.69%,B,B5,RENT,Verified,Dec-11,Fully Paid,GA,29.09
1041438,18000,18000,7.90%,A,A4,RENT,Verified,Dec-11,Charged Off,OH,15.07
1041447,12700,12700,11.71%,B,B3,RENT,Source Verified,Dec-11,Charged Off,CA,6.04
1041468,6000,6000,7.90%,A,A4,RENT,Source Verified,Dec-11,Charged Off,CA,12.66
1041490,13200,13200,11.71%,B,B3,RENT,Not Verified,Nov-11,Fully Paid,OR,20.99
1041503,6000,6000,6.03%,A,A1,MORTGAGE,Not Verified,Nov-11,Fully Paid,OH,11.39
1041507,10000,10000,16.77%,D,D2,MORTGAGE,Verified,Nov-11,Charged Off,NV,9.57
1041523,17625,17625,17.58%,D,D4,RENT,Verified,Dec-11,Current,FL,27.27
1041534,33000,33000,18.64%,E,E1,MORTGAGE,Source Verified,Dec-11,Charged Off,MD,7.11
1041546,14300,14300,11.71%,B,B3,RENT,Verified,Dec-11,Current,MO,26.96
1041567,1500,1500,12.42%,B,B4,RENT,Not Verified,Nov-11,Fully Paid,NY,13.39
1041602,4400,4400,7.90%,A,A4,MORTGAGE,Not Verified,Dec-11,Fully Paid,NJ,1.09
1041619,6000,6000,8.90%,A,A5,OWN,Source Verified,Nov-11,Fully Paid,GA,13.82
1041622,7000,7000,6.00%,B,B5,RENT,Source Verified,Nov-11,Fully Paid,CA,18.83
1041637,12000,12000,14.27%,C,C2,RENT,Not Verified,Nov-11,Fully Paid,CA,9.25
1041645,6400,6400,19.42%,E,E3,RENT,Verified,Dec-11,Current,FL,6.06
1041683,15000,15000,15.96%,C,C5,MORTGAGE,Verified,Dec-11,Fully Paid,NC,23.7
1041689,30000,30000,13.49%,C,C1,MORTGAGE,Verified,Dec-11,Fully Paid,CT,7.48
1041716,12650,12650,8.90%,A,A5,MORTGAGE,Not Verified,Dec-11,Fully Paid,MD,11.9
1041749,16675,16675,11.71%,B,B3,MORTGAGE,Not Verified,Dec-11,Fully Paid,OR,8.68
1041756,4500,4500,10.65%,B,B2,MORTGAGE,Source Verified,Dec-11,Fully Paid,TX,5.4
1041757,20000,20000,17.58%,D,D4,RENT,Verified,Dec-11,Fully Paid,MA,17.15
1041776,10000,10000,8.90%,A,A5,RENT,Not Verified,Dec-11,Fully Paid,CA,7.24
1041781,8000,8000,7.90%,A,A4,RENT,Not Verified,Nov-11,Fully Paid,CA,15.21
1041802,12000,12000,14.27%,C,C2,RENT,Verified,Dec-11,Charged Off,MN,13.75
1041805,6000,6000,7.90%,A,A4,MORTGAGE,Not Verified,Dec-11,Fully Paid,VA,22.71
1041813,9500,9500,6.03%,A,A1,MORTGAGE,Not Verified,Nov-11,Fully Paid,PA,7.78
1041816,15000,15000,17.27%,D,D3,RENT,Not Verified,Dec-11,Current,WI,16.13
1041823,21000,21000,16.77%,D,D2,RENT,Verified,Dec-11,Current,FL,14.72
1041844,15000,15000,18.25%,D,D5,MORTGAGE,Not Verified,Dec-11,Charged Off,IL,10.45
1041856,14850,14850,8.90%,A,A5,RENT,Not Verified,Dec-11,Fully Paid,MA,21.9
1041857,20000,20000,15.27%,C,C4,RENT,Verified,Dec-11,Current,SC,18.63
1041887,23000,23000,12.69%,B,B5,MORTGAGE,Verified,Dec-11,Current,AK,29.83
1041933,24000,24000,18.64%,E,E1,OWN,Verified,Dec-11,Charged Off,MA,22.49
1041954,14000,14000,12.69%,B,B5,RENT,Not Verified,Nov-11,Fully Paid,OR,15.89
1041975,12000,12000,16.77%,D,D2,RENT,Not Verified,Nov-11,Fully Paid,CT,17.61
1042037,10400,10400,12.69%,B,B5,RENT,Source Verified,Dec-11,Fully Paid,CA,19.91
1042046,8000,8000,10.65%,B,B2,RENT,Source Verified,Nov-11,Fully Paid,WA,17.33
1042047,10000,10000,11.71%,B,B3,RENT,Not Verified,Nov-11,Fully Paid,CA,7.11
1042053,4200,4200,8.90%,A,A5,MORTGAGE,Not Verified,Nov-11,Fully Paid,OH,4.54
1042059,25475,25475,16.29%,D,D1,MORTGAGE,Verified,Dec-11,Fully Paid,IL,16.84
1042060,22250,22250,21.28%,F,F2,OWN,Verified,Dec-11,Charged Off,VA,21.9
1042083,18000,18000,19.42%,E,E3,MORTGAGE,Source Verified,Dec-11,Current,GA,10.31
1042095,6000,6000,7.90%,A,A4,MORTGAGE,Not Verified,Nov-11,Fully Paid,GA,8.03
1042101,29100,29100,10.65%,B,B2,MORTGAGE,Verified,Dec-11,Current,NY,14
1042138,7000,7000,13.49%,C,C1,RENT,Verified,Nov-11,Fully Paid,GA,16.83
1042157,2000,2000,16.29%,D,D1,RENT,Not Verified,Nov-11,Charged Off,SC,15.61
1042195,6600,6600,19.42%,E,E3,RENT,Source Verified,Dec-11,Charged Off,VA,15.87
1042198,5000,5000,13.49%,C,C1,RENT,Source Verified,Nov-11,Fully Paid,CT,17.4
1042203,15800,15800,18.25%,D,D5,RENT,Verified,Dec-11,Current,CA,13.1
1042228,10200,10200,12.42%,B,B4,MORTGAGE,Verified,Dec-11,Fully Paid,CO,17.86
1042239,11000,11000,9.91%,B,B1,MORTGAGE,Source Verified,Dec-11,Fully Paid,LA,20.16
1042250,5250,5250,15.27%,C,C4,RENT,Source Verified,Nov-11,Fully Paid,UT,24.77
1042253,3000,3000,10.65%,B,B2,RENT,Verified,Nov-11,Fully Paid,FL,13.39
1042294,15000,15000,6.62%,A,A2,OWN,Source Verified,Dec-11,Fully Paid,MO,1.16
1042314,15000,15000,15.96%,C,C5,RENT,Verified,Dec-11,Current,NY,23.75
1042366,5500,5500,12.69%,B,B5,RENT,Verified,Nov-11,Fully Paid,OH,21.24
1042384,18500,18500,12.42%,B,B4,MORTGAGE,Verified,Dec-11,Fully Paid,IL,11.29
1042392,7700,7700,8.90%,A,A5,RENT,Source Verified,Dec-11,Fully Paid,WA,18.3
1042402,35000,35000,7.90%,A,A4,MORTGAGE,Verified,Dec-11,Fully Paid,AK,12.76
1042405,5000,5000,10.65%,B,B2,MORTGAGE,Verified,Dec-11,Fully Paid,CA,7.6
1042417,12000,12000,12.69%,B,B5,RENT,Source Verified,Dec-11,Current,WA,9.23
1042427,8000,5050,11.71%,B,B3,MORTGAGE,Source Verified,Dec-11,Current,CA,3.25
1042430,3600,3600,15.27%,C,C4,RENT,Source Verified,Nov-11,Fully Paid,FL,11.83
1042468,14000,14000,12.42%,B,B4,OWN,Not Verified,Dec-11,Fully Paid,CA,13.82
1042483,8325,8325,6.62%,A,A2,RENT,Verified,Dec-11,Fully Paid,FL,19.89
1042500,3000,3000,12.42%,B,B4,RENT,Source Verified,Nov-11,Fully Paid,SC,6.4
1042541,18000,18000,19.42%,E,E3,RENT,Verified,Dec-11,Fully Paid,CA,3.27
1042544,18000,18000,14.65%,C,C3,RENT,Verified,Dec-11,Fully Paid,CA,19.63
1042579,25000,25000,16.77%,D,D2,MORTGAGE,Verified,Dec-11,Charged Off,CA,20.79
1042606,13500,13500,19.03%,E,E2,RENT,Source Verified,Dec-11,Fully Paid,MA,12.11
1042610,30000,30000,15.96%,C,C5,MORTGAGE,Verified,Dec-11,Fully Paid,GA,16.64
1042617,10000,10000,7.51%,A,A3,RENT,Source Verified,Dec-11,Fully Paid,CA,10.11
1042630,6400,6400,17.27%,D,D3,RENT,Verified,Nov-11,Charged Off,CA,6.93
1042657,25000,25000,19.91%,E,E4,RENT,Verified,Dec-11,Charged Off,AK,12.08
1042668,15550,15550,11.71%,B,B3,RENT,Verified,Dec-11,Fully Paid,FL,23.36
1042690,25000,25000,6.62%,A,A2,RENT,Verified,Dec-11,Fully Paid,NY,5.04
1042702,22000,22000,18.25%,D,D5,MORTGAGE,Verified,Dec-11,Current,NC,19.64
1042746,15600,15600,19.42%,E,E3,OWN,Source Verified,Dec-11,Charged Off,GA,22.78
1042765,7000,7000,8.90%,A,A5,RENT,Not Verified,Dec-11,Fully Paid,CA,17.89
1042768,10000,10000,6.62%,A,A2,RENT,Source Verified,Dec-11,Fully Paid,LA,4.96
1042771,18000,18000,7.90%,A,A4,MORTGAGE,Verified,Dec-11,Charged Off,GA,15
1042785,3000,3000,8.90%,A,A5,RENT,Verified,Dec-11,Fully Paid,MI,6.8
1042802,5500,5500,7.51%,A,A3,RENT,Verified,Dec-11,Fully Paid,CA,5.56
1042841,8125,8125,7.90%,A,A4,RENT,Not Verified,Dec-11,Fully Paid,IL,24.34
1042844,9425,9425,13.49%,C,C1,RENT,Not Verified,Dec-11,Fully Paid,CA,15.71
1042852,25000,25000,13.49%,C,C1,RENT,Verified,Dec-11,Fully Paid,NJ,8.85
1042854,28000,28000,8.90%,A,A5,RENT,Verified,Dec-11,Fully Paid,MI,19.28
1042857,10000,10000,11.71%,B,B3,RENT,Not Verified,Dec-11,Fully Paid,WA,26.13
1042891,7000,7000,6.62%,A,A2,RENT,Not Verified,Dec-11,Fully Paid,NY,26.32
1042904,25000,25000,12.42%,B,B4,MORTGAGE,Verified,Dec-11,Fully Paid,TX,11.78
1042914,15000,15000,15.27%,C,C4,RENT,Not Verified,Dec-11,Charged Off,SD,18.98
1042915,10000,10000,7.51%,A,A3,OWN,Not Verified,Dec-11,Charged Off,GA,17.07
1042935,4850,4850,14.27%,C,C2,RENT,Not Verified,Nov-11,Fully Paid,IL,18.63
1042944,5500,5500,11.71%,B,B3,RENT,Not Verified,Nov-11,Fully Paid,FL,11.56
1042948,21600,21600,18.64%,E,E1,RENT,Verified,Nov-11,Charged Off,MD,17.67
1042958,3500,3500,12.69%,B,B5,MORTGAGE,Not Verified,Dec-11,Fully Paid,NC,5.36
1042980,18000,18000,18.64%,E,E1,RENT,Verified,Dec-11,Fully Paid,CT,11.76
1043012,17000,17000,18.64%,E,E1,MORTGAGE,Source Verified,Dec-11,Charged Off,OH,13.17
1043020,25975,25975,18.64%,E,E1,MORTGAGE,Verified,Dec-11,Charged Off,UT,11.8
1043030,25000,25000,6.62%,A,A2,MORTGAGE,Source Verified,Dec-11,Fully Paid,TX,4.65
1043080,10200,10200,7.90%,A,A4,MORTGAGE,Source Verified,Dec-11,Fully Paid,CA,16.98
1043085,7200,7200,8.90%,A,A5,RENT,Not Verified,Nov-11,Fully Paid,NC,22.26
1043109,18000,18000,12.42%,B,B4,RENT,Verified,Dec-11,Fully Paid,IL,23.45
1043163,4500,4500,11.71%,B,B3,OWN,Not Verified,Nov-11,Fully Paid,FL,7.11
1043174,2000,2000,13.49%,C,C1,RENT,Not Verified,Nov-11,Fully Paid,NJ,1.95
1043187,5000,5000,12.42%,B,B4,RENT,Not Verified,Nov-11,Fully Paid,FL,3.99
1043202,25000,25000,7.51%,A,A3,MORTGAGE,Source Verified,Dec-11,Fully Paid,GA,0.82
1043241,10500,10500,14.27%,C,C2,RENT,Verified,Nov-11,Fully Paid,CO,9.06
1043257,12600,12600,19.03%,E,E2,MORTGAGE,Source Verified,Dec-11,Current,OH,12.67
1043259,14000,14000,14.65%,C,C3,RENT,Verified,Dec-11,Fully Paid,GA,22.89
1043264,7000,7000,14.27%,C,C2,RENT,Verified,Nov-11,Charged Off,MA,24.58
1043274,4000,4000,12.69%,B,B5,RENT,Source Verified,Dec-11,Fully Paid,CA,17.11
1043299,20000,20000,20.89%,F,F1,MORTGAGE,Verified,Dec-11,Charged Off,NJ,16.23
1043300,12000,12000,14.65%,C,C3,MORTGAGE,Verified,Nov-11,Fully Paid,PA,16.43
1043332,1000,1000,19.03%,E,E2,RENT,Not Verified,Dec-11,Charged Off,NV,15.54
1043347,30000,30000,16.77%,D,D2,OWN,Verified,Dec-11,Fully Paid,CA,13.73
1043394,5000,5000,7.90%,A,A4,RENT,Not Verified,Dec-11,Fully Paid,SC,18.37
1043408,35000,35000,10.65%,B,B2,MORTGAGE,Source Verified,Dec-11,Fully Paid,MA,18.14
1043410,18650,18650,7.90%,A,A4,MORTGAGE,Not Verified,Dec-11,Fully Paid,WI,21.62
1043428,15000,15000,16.77%,D,D2,RENT,Verified,Nov-11,Fully Paid,VA,12.97
1043457,12000,12000,7.90%,A,A4,RENT,Not Verified,Dec-11,Fully Paid,NY,17.06
1043511,3000,3000,12.69%,B,B5,OWN,Verified,Dec-11,Fully Paid,CA,22.5
1043550,10000,10000,13.49%,C,C1,OWN,Not Verified,Dec-11,Fully Paid,NY,10.32
1043564,10000,10000,6.03%,A,A1,MORTGAGE,Not Verified,Dec-11,Fully Paid,PA,4.85
1043636,15000,15000,12.69%,B,B5,MORTGAGE,Verified,Dec-11,Fully Paid,IL,12.5
1043703,2000,2000,10.65%,B,B2,RENT,Not Verified,Nov-11,Fully Paid,GA,6.67
1043714,9000,9000,16.77%,D,D2,RENT,Verified,Nov-11,Fully Paid,CA,14.63
1043742,11000,11000,9.91%,B,B1,RENT,Source Verified,Dec-11,Fully Paid,SC,13.4
1043775,21000,21000,12.42%,B,B4,OWN,Verified,Dec-11,Fully Paid,AL,8.84
1043785,30000,30000,13.49%,C,C1,MORTGAGE,Verified,Dec-11,Fully Paid,AL,22.85
1043814,24000,24000,9.91%,B,B1,RENT,Verified,Dec-11,Fully Paid,NY,5.81
1043852,6100,6100,13.49%,C,C1,RENT,Source Verified,Dec-11,Fully Paid,NY,27.94
1043899,15000,15000,6.03%,A,A1,MORTGAGE,Source Verified,Dec-11,Fully Paid,CA,6.23
1043922,2000,2000,13.49%,C,C1,MORTGAGE,Source Verified,Nov-11,Fully Paid,WI,24.38
1043961,10000,10000,10.65%,B,B2,RENT,Not Verified,Dec-11,Fully Paid,TX,19.14
1043970,25000,25000,14.27%,C,C2,MORTGAGE,Verified,Dec-11,Fully Paid,IL,12.71
1044042,14000,14000,17.27%,D,D3,RENT,Verified,Dec-11,Charged Off,GA,17.97
1044073,17000,17000,19.03%,E,E2,RENT,Verified,Dec-11,Charged Off,FL,17.27
1044077,3000,3000,6.62%,A,A2,MORTGAGE,Not Verified,Nov-11,Fully Paid,FL,16.32
1044083,12000,12000,12.69%,B,B5,RENT,Not Verified,Dec-11,Fully Paid,NC,8.31
1044119,23000,23000,6.62%,A,A2,MORTGAGE,Source Verified,Dec-11,Fully Paid,CA,3.77
1044133,7200,7200,11.71%,B,B3,RENT,Source Verified,Dec-11,Fully Paid,SC,9.47
1044134,24000,24000,12.69%,B,B5,MORTGAGE,Verified,Dec-11,Current,CA,6.77
1044140,8000,8000,10.65%,B,B2,RENT,Source Verified,Dec-11,Charged Off,PA,1.88
1044156,12000,12000,6.62%,A,A2,MORTGAGE,Source Verified,Dec-11,Fully Paid,CA,10.56
1044183,1500,1500,12.42%,B,B4,RENT,Source Verified,Nov-11,Fully Paid,CA,22.19
1044201,25000,25000,15.27%,C,C4,MORTGAGE,Source Verified,Dec-11,Current,NV,9.88
1044206,22400,22400,12.69%,B,B5,RENT,Verified,Dec-11,Fully Paid,NY,14.19
1044207,8400,8400,18.64%,E,E1,RENT,Source Verified,Nov-11,Fully Paid,TX,18.47
1044226,16000,16000,8.90%,A,A5,RENT,Verified,Dec-11,Fully Paid,CA,8.93
1044248,5000,5000,12.42%,B,B4,RENT,Not Verified,Nov-11,Fully Paid,CA,18.54
1044266,7100,7100,7.90%,A,A4,RENT,Not Verified,Dec-11,Fully Paid,AZ,18.91
1044298,16000,16000,7.90%,A,A4,RENT,Verified,Dec-11,Fully Paid,AZ,17.88
1044300,9450,9450,16.77%,D,D2,RENT,Source Verified,Nov-11,Fully Paid,FL,14.08
1044323,4650,4650,6.62%,A,A2,OWN,Source Verified,Dec-11,Fully Paid,MN,9.54
1044336,1000,1000,16.29%,D,D1,RENT,Not Verified,Nov-11,Charged Off,NC,15
1044347,7800,7800,14.27%,C,C2,RENT,Source Verified,Nov-11,Fully Paid,HI,1.9
1044354,10000,10000,6.03%,A,A1,MORTGAGE,Not Verified,Dec-11,Fully Paid,CA,14.84
1044366,6000,6000,6.62%,A,A2,MORTGAGE,Verified,Nov-11,Fully Paid,MO,20.51
1044372,15000,15000,15.27%,C,C4,MORTGAGE,Not Verified,Dec-11,Fully Paid,GA,22.69
1044374,2500,2500,14.65%,C,C3,MORTGAGE,Source Verified,Nov-11,Fully Paid,CA,18.14
1044415,15000,15000,14.27%,C,C2,MORTGAGE,Not Verified,Dec-11,Charged Off,MD,8.88
1044439,9000,9000,16.29%,D,D1,RENT,Not Verified,Nov-11,Fully Paid,LA,13.97
1044441,10000,10000,13.49%,C,C1,RENT,Verified,Nov-11,Fully Paid,NY,21.38
1044444,6000,6000,13.49%,C,C1,RENT,Not Verified,Nov-11,Fully Paid,CO,15.84
1044459,4800,4800,10.65%,B,B2,RENT,Not Verified,Dec-11,Fully Paid,CT,3.38
1044462,5000,5000,10.65%,B,B2,OWN,Not Verified,Nov-11,Fully Paid,CA,10.79
1044495,12000,12000,13.49%,C,C1,MORTGAGE,Verified,Dec-11,Fully Paid,FL,4.04
1044499,20000,20000,19.91%,E,E4,RENT,Verified,Dec-11,Fully Paid,AZ,24.23
1044500,32000,32000,20.89%,F,F1,OWN,Verified,Dec-11,Current,NY,18.84
1044511,24250,24250,19.03%,E,E2,RENT,Verified,Dec-11,Current,TX,24
1044512,22950,22950,13.49%,C,C1,RENT,Source Verified,Dec-11,Fully Paid,MD,21.83
1044514,20000,20000,16.77%,D,D2,MORTGAGE,Verified,Dec-11,Fully Paid,MD,17.56
1044522,12000,12000,12.42%,B,B4,RENT,Not Verified,Dec-11,Charged Off,FL,19.09
1044537,10000,10000,11.71%,B,B3,MORTGAGE,Not Verified,Nov-11,Fully Paid,KS,5.98
1044543,12250,12250,11.71%,B,B3,MORTGAGE,Verified,Dec-11,Current,CA,23.76
1044585,15000,15000,18.25%,D,D5,MORTGAGE,Source Verified,Dec-11,Charged Off,TX,21.41
1044595,15600,15600,6.03%,A,A1,MORTGAGE,Not Verified,Dec-11,Fully Paid,CA,18.49
1044599,30000,30000,9.91%,B,B1,MORTGAGE,Verified,Dec-11,Current,WA,1.07
1044605,2400,2400,12.69%,B,B5,MORTGAGE,Not Verified,Nov-11,Fully Paid,NC,17.01
1044615,5300,5300,8.90%,A,A5,RENT,Source Verified,Nov-11,Fully Paid,OH,15.2
1044657,7000,7000,12.69%,B,B5,RENT,Verified,Dec-11,Fully Paid,WA,21.95
1044661,19400,19400,20.30%,E,E5,RENT,Source Verified,Dec-11,Charged Off,UT,4.69
1044665,12875,12875,11.71%,B,B3,RENT,Verified,Dec-11,Fully Paid,MO,13.69
1044695,24250,24250,18.64%,E,E1,MORTGAGE,Verified,Dec-11,Fully Paid,NC,21.32
